status,family,opcode_hex,mnemonic,address_mode,documented_cycles_wdc,visual6502_timing_path,has_page_cross_variant,has_branch_variant,read_write_pattern,implementation_owner,source_confidence,notes
planned,control,00,BRK,IMP,0/6,"if(irq_taken || nmi_pending) { ; read_pc(); ; read_pc(); ; PC++; ; write(SP, PC >> 8); ; dec_SP(); ; write(SP, PC); ; dec_SP(); ; write(SP, irq_taken || nmi_pending ? P & ~F_B : P); ; dec_SP(); ; if(irq_taken && nmi_pending) { ; standard_irq_callback(NMI_LINE, PC); ; PC = read_arg(0xfffa); ; PC = set_h(PC, read_arg(0xfffb)); ; nmi_pending = false; ; if(irq_taken) ; standard_irq_callback(IRQ_LINE, PC); ; PC = read_arg(0xfffe); ; PC = set_h(PC, read_arg(0xffff)); ; irq_taken = false; ; P = (P | F_I) & ~F_D; // Do *not* move after the prefetch ; prefetch(); ; inst_state = -1;",no,no,control-flow,backlog,high (mame opcode map),mame_handler=brk_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,logic,01,ORA,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_idx; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,02,NOP,IMM,2,read_pc(); ; PC++; ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=nop_imm; cycles_source=mame_seq_derived
planned,nop,03,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,bit_test_set,04,TSB,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; if(A & TMP2) ; P &= ~F_Z; ; else ; P |= F_Z; ; TMP2 |= A; ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,backlog,high (mame opcode map),mame_handler=tsb_zpg; cycles_source=mame_seq_derived
implemented,logic,05,ORA,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_zpg; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,06,ASL,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=asl_c_zpg; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,07,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,stack,08,PHP,IMP,3,"read_pc(); ; write(SP, P); ; dec_SP(); ; prefetch();",no,no,stack,backlog,high (mame opcode map),mame_handler=php_imp; cycles_source=mame_seq_derived
implemented,logic,09,ORA,IMM,2,TMP = read_pc(); ; PC++; ; A |= TMP; ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_imm; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,0A,ASL,ACC,2,read_pc(); ; A = do_asl(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=asl_acc; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,0B,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,bit_test_set,0C,TSB,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; if(A & TMP2) ; P &= ~F_Z; ; else ; P |= F_Z; ; TMP2 |= A; ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,backlog,high (mame opcode map),mame_handler=tsb_aba; cycles_source=mame_seq_derived
implemented,logic,0D,ORA,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_aba; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,0E,ASL,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=asl_c_aba; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,0F,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,control,10,BPL,REL,1/3,"TMP = read_pc(); ; PC++; ; if(!(P & F_N)) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,backlog,high (mame opcode map),mame_handler=bpl_rel; cycles_source=mame_seq_derived
implemented,logic,11,ORA,IND_Y,3/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_idy; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,logic,12,ORA,ZPG_IND,5,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_zpi; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,13,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,bit_test_set,14,TRB,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; if(A & TMP2) ; P &= ~F_Z; ; else ; P |= F_Z; ; TMP2 &= ~A; ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,backlog,high (mame opcode map),mame_handler=trb_zpg; cycles_source=mame_seq_derived
implemented,logic,15,ORA,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; A |= TMP2; ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_zpx; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,16,ASL,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=asl_c_zpx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,17,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,flags,18,CLC,IMP,2,read_pc(); ; P &= ~F_C; ; prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=clc_imp; cycles_source=mame_seq_derived
implemented,logic,19,ORA,ABS_Y,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_aby; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,inc_dec,1A,INC,ACC,2,read_pc(); ; A++; ; set_nz(A); ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=inc_acc; cycles_source=mame_seq_derived
planned,nop,1B,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,bit_test_set,1C,TRB,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; if(A & TMP2) ; P &= ~F_Z; ; else ; P |= F_Z; ; TMP2 &= ~A; ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,backlog,high (mame opcode map),mame_handler=trb_aba; cycles_source=mame_seq_derived
implemented,logic,1D,ORA,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=ora_abx; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,1E,ASL,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=asl_c_abx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,1F,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,control,20,JSR,ABS,6,"TMP = read_pc(); ; PC++; ; read(SP); ; write(SP, PC>>8); ; dec_SP(); ; write(SP, PC); ; dec_SP(); ; TMP = set_h(TMP, read_pc()); ; PC = TMP; ; prefetch();",no,no,control-flow,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=jsr_adr; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,logic,21,AND,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_idx; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,22,NOP,IMM,2,read_pc(); ; PC++; ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=nop_imm; cycles_source=mame_seq_derived
planned,nop,23,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,logic,24,BIT,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; do_bit(TMP2); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=bit_zpg; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,logic,25,AND,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_zpg; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,26,ROL,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=rol_c_zpg; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,27,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,stack,28,PLP,IMP,4,read_pc(); ; read(SP); ; inc_SP(); ; TMP = read(SP) | (F_B|F_E); ; prefetch(); ; P = TMP; // Do *not* move it before the prefetch,no,no,stack,backlog,high (mame opcode map),mame_handler=plp_imp; cycles_source=mame_seq_derived
implemented,logic,29,AND,IMM,2,TMP = read_pc(); ; PC++; ; A &= TMP; ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_imm; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,2A,ROL,ACC,2,read_pc(); ; A = do_rol(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=rol_acc; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,2B,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,logic,2C,BIT,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; do_bit(TMP2); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=bit_aba; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,logic,2D,AND,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_aba; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,2E,ROL,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=rol_c_aba; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,2F,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,control,30,BMI,REL,1/3,"TMP = read_pc(); ; PC++; ; if(P & F_N) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,backlog,high (mame opcode map),mame_handler=bmi_rel; cycles_source=mame_seq_derived
implemented,logic,31,AND,IND_Y,3/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_idy; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,logic,32,AND,ZPG_IND,5,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_zpi; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,33,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,logic,34,BIT,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; do_bit(TMP2); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=bit_zpx; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,logic,35,AND,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; A &= TMP2; ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_zpx; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,shift_rotate,36,ROL,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; read(TMP); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=rol_c_zpx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,37,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,flags,38,SEC,IMP,2,read_pc(); ; P |= F_C; ; prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=sec_imp; cycles_source=mame_seq_derived
implemented,logic,39,AND,ABS_Y,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=and_aby; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,inc_dec,3A,DEC,ACC,2,read_pc(); ; A--; ; set_nz(A); ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=dec_acc; cycles_source=mame_seq_derived
planned,nop,3B,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
